date,ingredient,unit,consumed_qty
2026-03-07,Oil,ml,13082.1
2026-03-07,Vegetables,g,23046.4
2026-03-07,Egg,g,3026.9
2026-03-07,Cheese,g,9935.6
2026-03-07,Flour,g,24578.6
2026-03-08,Rice,g,41414.8
2026-03-08,Chicken,g,39985.8
2026-03-08,Spices,g,4024.7
2026-03-08,Oil,ml,11700.7
2026-03-08,Vegetables,g,22152.6
2026-03-08,Egg,g,3295.8
2026-03-08,Cheese,g,7873.0
2026-03-08,Flour,g,19629.9
2026-03-09,Rice,g,27868.8
2026-03-09,Chicken,g,29163.0
2026-03-09,Spices,g,2891.1
2026-03-09,Oil,ml,9292.3
2026-03-09,Vegetables,g,14719.3
2026-03-09,Egg,g,2810.0
2026-03-09,Cheese,g,3777.0
2026-03-09,Flour,g,11291.9
2026-03-10,Rice,g,30772.4
2026-03-10,Chicken,g,32074.7
2026-03-10,Spices,g,3111.5
2026-03-10,Oil,ml,9423.8
2026-03-10,Vegetables,g,16652.5
2026-03-10,Egg,g,2674.5
2026-03-10,Cheese,g,4958.7
2026-03-10,Flour,g,14715.9
2026-03-11,Rice,g,28488.4
2026-03-11,Chicken,g,33472.1
2026-03-11,Spices,g,3186.8
2026-03-11,Oil,ml,9792.3
2026-03-11,Vegetables,g,15747.4
2026-03-11,Egg,g,1931.2
2026-03-11,Cheese,g,6027.2
2026-03-11,Flour,g,15942.7
2026-03-12,Rice,g,33285.0
2026-03-12,Chicken,g,32865.6
2026-03-12,Spices,g,3240.4
2026-03-12,Oil,ml,9861.6
2026-03-12,Vegetables,g,16803.8
2026-03-12,Egg,g,2861.7
2026-03-12,Cheese,g,5027.4
2026-03-12,Flour,g,13596.7
2026-03-13,Rice,g,45750.4
2026-03-13,Chicken,g,37671.0
2026-03-13,Spices,g,3614.5
2026-03-13,Oil,ml,9668.8
2026-03-13,Vegetables,g,22962.4
2026-03-13,Egg,g,3703.6
2026-03-13,Cheese,g,6895.6
2026-03-13,Flour,g,17454.1
2026-03-14,Rice,g,38329.0
2026-03-14,Chicken,g,44328.7
2026-03-14,Spices,g,4134.6
2026-03-14,Oil,ml,12403.0
2026-03-14,Vegetables,g,21413.6
2026-03-14,Egg,g,2314.8
2026-03-14,Cheese,g,9062.4
2026-03-14,Flour,g,23108.8
2026-03-15,Rice,g,41704.4
2026-03-15,Chicken,g,42477.7
2026-03-15,Spices,g,4144.5
2026-03-15,Oil,ml,12918.3
2026-03-15,Vegetables,g,22946.4
2026-03-15,Egg,g,3486.0
2026-03-15,Cheese,g,7828.8
2026-03-15,Flour,g,19991.9
2026-03-16,Rice,g,25190.0
2026-03-16,Chicken,g,27767.9
2026-03-16,Spices,g,2715.1
2026-03-16,Oil,ml,8324.3
2026-03-16,Vegetables,g,13759.4
2026-03-16,Egg,g,1684.6
2026-03-16,Cheese,g,5043.8
2026-03-16,Flour,g,14039.1
2026-03-17,Rice,g,24776.1
2026-03-17,Chicken,g,27313.3
2026-03-17,Spices,g,2610.6
2026-03-17,Oil,ml,7976.5
2026-03-17,Vegetables,g,13290.9
2026-03-17,Egg,g,1621.2
2026-03-17,Cheese,g,4113.0
2026-03-17,Flour,g,12318.6
2026-03-18,Rice,g,25701.4
2026-03-18,Chicken,g,29579.9
2026-03-18,Spices,g,2764.4
2026-03-18,Oil,ml,8567.3
2026-03-18,Vegetables,g,15229.6
2026-03-18,Egg,g,2235.2
2026-03-18,Cheese,g,4923.8
2026-03-18,Flour,g,14639.4
2026-03-19,Rice,g,36074.0
2026-03-19,Chicken,g,32750.7
2026-03-19,Spices,g,3412.8
2026-03-19,Oil,ml,9636.7
2026-03-19,Vegetables,g,19756.4
2026-03-19,Egg,g,3140.7
2026-03-19,Cheese,g,6029.2
2026-03-19,Flour,g,16232.9
2026-03-20,Rice,g,49099.7
2026-03-20,Chicken,g,55239.3
2026-03-20,Spices,g,5196.8
2026-03-20,Oil,ml,15559.2
2026-03-20,Vegetables,g,26945.7
2026-03-20,Egg,g,3051.7
2026-03-20,Cheese,g,11983.8
2026-03-20,Flour,g,28312.2
2026-03-21,Rice,g,43794.1
2026-03-21,Chicken,g,44755.5
2026-03-21,Spices,g,4240.6
2026-03-21,Oil,ml,12563.1
2026-03-21,Vegetables,g,23428.9
2026-03-21,Egg,g,3510.7
2026-03-21,Cheese,g,8415.6
2026-03-21,Flour,g,21409.8
2026-03-22,Rice,g,37601.5
2026-03-22,Chicken,g,45444.9
2026-03-22,Spices,g,3893.2
2026-03-22,Oil,ml,11517.4
2026-03-22,Vegetables,g,21911.3
2026-03-22,Egg,g,2213.6
2026-03-22,Cheese,g,10342.3
2026-03-22,Flour,g,24927.2
2026-03-23,Rice,g,30973.6
2026-03-23,Chicken,g,28491.7
2026-03-23,Spices,g,2871.6
2026-03-23,Oil,ml,7411.5
2026-03-23,Vegetables,g,15836.9
2026-03-23,Egg,g,2191.3
2026-03-23,Cheese,g,4457.4
2026-03-23,Flour,g,12388.4
2026-03-24,Rice,g,29676.1
2026-03-24,Chicken,g,29688.2
2026-03-24,Spices,g,3017.8
2026-03-24,Oil,ml,8787.6
2026-03-24,Vegetables,g,16278.6
2026-03-24,Egg,g,2323.6
2026-03-24,Cheese,g,5031.3
2026-03-24,Flour,g,14570.0
2026-03-25,Rice,g,27321.6
2026-03-25,Chicken,g,25612.1
2026-03-25,Spices,g,2716.0
2026-03-25,Oil,ml,8248.9
2026-03-25,Vegetables,g,14222.4
2026-03-25,Egg,g,2272.0
2026-03-25,Cheese,g,4080.8
2026-03-25,Flour,g,12017.9
2026-03-26,Rice,g,30722.6
2026-03-26,Chicken,g,33939.3
2026-03-26,Spices,g,3410.7
2026-03-26,Oil,ml,10597.0
2026-03-26,Vegetables,g,17143.6
2026-03-26,Egg,g,2666.9
2026-03-26,Cheese,g,5312.3
2026-03-26,Flour,g,15602.9
2026-03-27,Rice,g,33522.6
2026-03-27,Chicken,g,38685.1
2026-03-27,Spices,g,3542.5
2026-03-27,Oil,ml,11512.3
2026-03-27,Vegetables,g,19838.5
2026-03-27,Egg,g,2885.1
2026-03-27,Cheese,g,7517.8
2026-03-27,Flour,g,20273.3
2026-03-28,Rice,g,43217.1
2026-03-28,Chicken,g,49057.7
2026-03-28,Spices,g,4283.7
2026-03-28,Oil,ml,13219.0
2026-03-28,Vegetables,g,23149.6
2026-03-28,Egg,g,3116.5
2026-03-28,Cheese,g,8046.6
2026-03-28,Flour,g,21469.4
2026-03-29,Rice,g,37836.5
2026-03-29,Chicken,g,41106.3
2026-03-29,Spices,g,3618.7
2026-03-29,Oil,ml,10774.7
2026-03-29,Vegetables,g,21772.1
2026-03-29,Egg,g,2690.4
2026-03-29,Cheese,g,8788.7
2026-03-29,Flour,g,22822.5
2026-03-30,Rice,g,24498.6
2026-03-30,Chicken,g,28749.4
2026-03-30,Spices,g,2942.8
2026-03-30,Oil,ml,9241.8
2026-03-30,Vegetables,g,14132.9
2026-03-30,Egg,g,2014.2
2026-03-30,Cheese,g,5221.5
2026-03-30,Flour,g,14264.3
2026-03-31,Rice,g,29762.3
2026-03-31,Chicken,g,28236.2
2026-03-31,Spices,g,2997.1
2026-03-31,Oil,ml,8570.4
2026-03-31,Vegetables,g,15334.5
2026-03-31,Egg,g,2599.2
2026-03-31,Cheese,g,3767.2
2026-03-31,Flour,g,11590.4
2026-04-01,Rice,g,26196.2
2026-04-01,Chicken,g,28973.3
2026-04-01,Spices,g,2793.7
2026-04-01,Oil,ml,8904.9
2026-04-01,Vegetables,g,16245.2
2026-04-01,Egg,g,2587.5
2026-04-01,Cheese,g,5959.9
2026-04-01,Flour,g,16146.7
2026-04-02,Rice,g,35520.3
2026-04-02,Chicken,g,36627.7
2026-04-02,Spices,g,3731.1
2026-04-02,Oil,ml,11725.5
2026-04-02,Vegetables,g,19731.0
2026-04-02,Egg,g,2955.1
2026-04-02,Cheese,g,7035.8
2026-04-02,Flour,g,18676.2
2026-04-03,Rice,g,42530.8
2026-04-03,Chicken,g,52780.2
2026-04-03,Spices,g,4723.2
2026-04-03,Oil,ml,14036.9
2026-04-03,Vegetables,g,22723.4
2026-04-03,Egg,g,2562.2
2026-04-03,Cheese,g,8304.5
2026-04-03,Flour,g,23154.2
2026-04-04,Rice,g,41959.4
2026-04-04,Chicken,g,51360.9
2026-04-04,Spices,g,4900.2
2026-04-04,Oil,ml,15110.4
2026-04-04,Vegetables,g,24708.4
2026-04-04,Egg,g,3418.5
2026-04-04,Cheese,g,9602.0
2026-04-04,Flour,g,25943.0
2026-04-05,Rice,g,36140.3
2026-04-05,Chicken,g,47331.4
2026-04-05,Spices,g,3948.4
2026-04-05,Oil,ml,12560.6
2026-04-05,Vegetables,g,21796.0
2026-04-05,Egg,g,2391.5
2026-04-05,Cheese,g,9964.2
2026-04-05,Flour,g,25296.2
2026-04-06,Rice,g,30032.3
2026-04-06,Chicken,g,29313.1
2026-04-06,Spices,g,3066.2
2026-04-06,Oil,ml,9380.6
2026-04-06,Vegetables,g,16123.6
2026-04-06,Egg,g,2664.8
2026-04-06,Cheese,g,4815.7
2026-04-06,Flour,g,13417.8
2026-04-07,Rice,g,33213.0
2026-04-07,Chicken,g,31095.5
2026-04-07,Spices,g,3212.0
2026-04-07,Oil,ml,9194.2
2026-04-07,Vegetables,g,16770.3
2026-04-07,Egg,g,2808.7
2026-04-07,Cheese,g,4514.7
2026-04-07,Flour,g,12714.1
2026-04-08,Rice,g,24612.6
2026-04-08,Chicken,g,26455.6
2026-04-08,Spices,g,2686.4
2026-04-08,Oil,ml,8680.9
2026-04-08,Vegetables,g,14201.9
2026-04-08,Egg,g,2422.3
2026-04-08,Cheese,g,4906.5
2026-04-08,Flour,g,12652.8
2026-04-09,Rice,g,30374.1
2026-04-09,Chicken,g,37285.5
2026-04-09,Spices,g,3570.7
2026-04-09,Oil,ml,11682.1
2026-04-09,Vegetables,g,17189.0
2026-04-09,Egg,g,2518.6
2026-04-09,Cheese,g,6055.9
2026-04-09,Flour,g,16933.1
2026-04-10,Rice,g,38772.0
2026-04-10,Chicken,g,41977.8
2026-04-10,Spices,g,3840.2
2026-04-10,Oil,ml,11476.3
2026-04-10,Vegetables,g,21527.9
2026-04-10,Egg,g,2524.5
2026-04-10,Cheese,g,9291.4
2026-04-10,Flour,g,21975.5
2026-04-11,Rice,g,48061.9
2026-04-11,Chicken,g,51458.8
2026-04-11,Spices,g,4613.9
2026-04-11,Oil,ml,13997.0
2026-04-11,Vegetables,g,28303.0
2026-04-11,Egg,g,3856.6
2026-04-11,Cheese,g,12139.5
2026-04-11,Flour,g,28960.0
2026-04-12,Rice,g,38939.2
2026-04-12,Chicken,g,44625.7
2026-04-12,Spices,g,4170.0
2026-04-12,Oil,ml,13344.5
2026-04-12,Vegetables,g,22429.1
2026-04-12,Egg,g,2948.3
2026-04-12,Cheese,g,8289.9
2026-04-12,Flour,g,22029.9
2026-04-13,Rice,g,34413.5
2026-04-13,Chicken,g,34604.7
2026-04-13,Spices,g,3353.6
2026-04-13,Oil,ml,10148.1
2026-04-13,Vegetables,g,18340.3
2026-04-13,Egg,g,2832.6
2026-04-13,Cheese,g,5396.6
2026-04-13,Flour,g,15116.0
2026-04-14,Rice,g,33384.7
2026-04-14,Chicken,g,34358.9
2026-04-14,Spices,g,3485.5
2026-04-14,Oil,ml,10751.1
2026-04-14,Vegetables,g,19820.4
2026-04-14,Egg,g,3163.3
2026-04-14,Cheese,g,7152.4
2026-04-14,Flour,g,19318.4
2026-04-15,Rice,g,27684.1
2026-04-15,Chicken,g,30940.7
2026-04-15,Spices,g,2876.3
2026-04-15,Oil,ml,9267.1
2026-04-15,Vegetables,g,15988.1
2026-04-15,Egg,g,2605.1
2026-04-15,Cheese,g,5116.0
2026-04-15,Flour,g,14890.5
2026-04-16,Rice,g,33478.1
2026-04-16,Chicken,g,38079.7
2026-04-16,Spices,g,3565.6
2026-04-16,Oil,ml,10989.2
2026-04-16,Vegetables,g,18287.3
2026-04-16,Egg,g,2695.2
2026-04-16,Cheese,g,6292.9
2026-04-16,Flour,g,17379.4
2026-04-17,Rice,g,34894.3
2026-04-17,Chicken,g,36469.0
2026-04-17,Spices,g,3392.5
2026-04-17,Oil,ml,10164.7
2026-04-17,Vegetables,g,20734.3
2026-04-17,Egg,g,2828.2
2026-04-17,Cheese,g,8192.7
2026-04-17,Flour,g,21306.5
2026-04-18,Rice,g,38420.4
2026-04-18,Chicken,g,45307.0
2026-04-18,Spices,g,4111.6
2026-04-18,Oil,ml,12909.3
2026-04-18,Vegetables,g,22556.6
2026-04-18,Egg,g,2626.3
2026-04-18,Cheese,g,9900.6
2026-04-18,Flour,g,25318.5
2026-04-19,Rice,g,36923.7
2026-04-19,Chicken,g,39292.4
2026-04-19,Spices,g,3739.2
2026-04-19,Oil,ml,11560.9
2026-04-19,Vegetables,g,21149.2
2026-04-19,Egg,g,3040.8
2026-04-19,Cheese,g,8010.8
2026-04-19,Flour,g,20479.1
2026-04-20,Rice,g,29712.7
2026-04-20,Chicken,g,28644.7
2026-04-20,Spices,g,2996.6
2026-04-20,Oil,ml,8902.7
2026-04-20,Vegetables,g,16516.3
2026-04-20,Egg,g,2506.3
2026-04-20,Cheese,g,5519.8
2026-04-20,Flour,g,14572.5
2026-04-21,Rice,g,30224.9
2026-04-21,Chicken,g,30882.0
2026-04-21,Spices,g,3101.3
2026-04-21,Oil,ml,9270.3
2026-04-21,Vegetables,g,14660.1
2026-04-21,Egg,g,2591.7
2026-04-21,Cheese,g,3539.1
2026-04-21,Flour,g,10638.1
2026-04-22,Rice,g,32806.5
2026-04-22,Chicken,g,30131.2
2026-04-22,Spices,g,3087.8
2026-04-22,Oil,ml,9438.7
2026-04-22,Vegetables,g,17787.1
2026-04-22,Egg,g,3200.6
2026-04-22,Cheese,g,5047.2
2026-04-22,Flour,g,13767.1
2026-04-23,Rice,g,33340.4
2026-04-23,Chicken,g,34901.8
2026-04-23,Spices,g,3527.2
2026-04-23,Oil,ml,10841.6
2026-04-23,Vegetables,g,18926.4
2026-04-23,Egg,g,2997.2
2026-04-23,Cheese,g,5816.3
2026-04-23,Flour,g,16944.9
2026-04-24,Rice,g,40650.1
2026-04-24,Chicken,g,40823.8
2026-04-24,Spices,g,4050.6
2026-04-24,Oil,ml,12741.3
2026-04-24,Vegetables,g,23022.2
2026-04-24,Egg,g,3636.9
2026-04-24,Cheese,g,7859.7
2026-04-24,Flour,g,20236.1
2026-04-25,Rice,g,42847.5
2026-04-25,Chicken,g,45077.1
2026-04-25,Spices,g,4333.7
2026-04-25,Oil,ml,12962.2
2026-04-25,Vegetables,g,23143.7
2026-04-25,Egg,g,2784.6
2026-04-25,Cheese,g,9488.4
2026-04-25,Flour,g,24074.9
2026-04-26,Rice,g,40742.7
2026-04-26,Chicken,g,46828.4
2026-04-26,Spices,g,4247.2
2026-04-26,Oil,ml,12756.4
2026-04-26,Vegetables,g,22032.3
2026-04-26,Egg,g,2837.9
2026-04-26,Cheese,g,8408.9
2026-04-26,Flour,g,22074.8
2026-04-27,Rice,g,31354.2
2026-04-27,Chicken,g,30752.1
2026-04-27,Spices,g,3078.3
2026-04-27,Oil,ml,9721.9
2026-04-27,Vegetables,g,18623.5
2026-04-27,Egg,g,3249.0
2026-04-27,Cheese,g,5738.0
2026-04-27,Flour,g,16090.3
2026-04-28,Rice,g,24520.9
2026-04-28,Chicken,g,26184.1
2026-04-28,Spices,g,2678.2
2026-04-28,Oil,ml,8061.1
2026-04-28,Vegetables,g,14555.7
2026-04-28,Egg,g,1900.4
2026-04-28,Cheese,g,5300.4
2026-04-28,Flour,g,15600.9
2026-04-29,Rice,g,30758.3
2026-04-29,Chicken,g,33077.4
2026-04-29,Spices,g,3238.4
2026-04-29,Oil,ml,10041.4
2026-04-29,Vegetables,g,15967.3
2026-04-29,Egg,g,2757.5
2026-04-29,Cheese,g,4807.8
2026-04-29,Flour,g,12677.9
2026-04-30,Rice,g,40302.0
2026-04-30,Chicken,g,39441.5
2026-04-30,Spices,g,3856.9
2026-04-30,Oil,ml,11402.5
2026-04-30,Vegetables,g,21646.3
2026-04-30,Egg,g,3647.4
2026-04-30,Cheese,g,5808.1
2026-04-30,Flour,g,17023.8
2026-05-01,Rice,g,56337.9
2026-05-01,Chicken,g,67358.3
2026-05-01,Spices,g,6104.5
2026-05-01,Oil,ml,19555.9
2026-05-01,Vegetables,g,30888.3
2026-05-01,Egg,g,3663.4
2026-05-01,Cheese,g,12617.2
2026-05-01,Flour,g,32034.5
2026-05-02,Rice,g,49833.0
2026-05-02,Chicken,g,56383.4
2026-05-02,Spices,g,5084.1
2026-05-02,Oil,ml,15467.4
2026-05-02,Vegetables,g,26461.5
2026-05-02,Egg,g,3494.0
2026-05-02,Cheese,g,8572.7
2026-05-02,Flour,g,23348.2
2026-05-03,Rice,g,41624.1
2026-05-03,Chicken,g,44430.9
2026-05-03,Spices,g,4224.8
2026-05-03,Oil,ml,12509.5
2026-05-03,Vegetables,g,25159.0
2026-05-03,Egg,g,3339.3
2026-05-03,Cheese,g,9972.6
2026-05-03,Flour,g,25477.5
2026-05-04,Rice,g,29348.1
2026-05-04,Chicken,g,28642.7
2026-05-04,Spices,g,3076.4
2026-05-04,Oil,ml,9378.8
2026-05-04,Vegetables,g,16526.2
2026-05-04,Egg,g,3019.0
2026-05-04,Cheese,g,4338.8
2026-05-04,Flour,g,13738.6
2026-05-05,Rice,g,24925.0
2026-05-05,Chicken,g,30602.2
2026-05-05,Spices,g,2885.4
2026-05-05,Oil,ml,9134.2
2026-05-05,Vegetables,g,15052.2
2026-05-05,Egg,g,1875.2
2026-05-05,Cheese,g,5829.6
2026-05-05,Flour,g,15994.6
2026-05-06,Rice,g,30303.2
2026-05-06,Chicken,g,35108.5
2026-05-06,Spices,g,3202.1
2026-05-06,Oil,ml,10330.2
2026-05-06,Vegetables,g,16701.9
2026-05-06,Egg,g,2266.7
2026-05-06,Cheese,g,5954.1
2026-05-06,Flour,g,16167.3
2026-05-07,Rice,g,33242.9
2026-05-07,Chicken,g,35010.9
2026-05-07,Spices,g,3480.6
2026-05-07,Oil,ml,10331.3
2026-05-07,Vegetables,g,18210.0
2026-05-07,Egg,g,2639.4
2026-05-07,Cheese,g,6306.7
2026-05-07,Flour,g,16838.3
2026-05-08,Rice,g,41646.3
2026-05-08,Chicken,g,45631.2
2026-05-08,Spices,g,4276.8
2026-05-08,Oil,ml,14013.0
2026-05-08,Vegetables,g,25489.0
2026-05-08,Egg,g,3976.5
2026-05-08,Cheese,g,10299.9
2026-05-08,Flour,g,25830.6
2026-05-09,Rice,g,42681.1
2026-05-09,Chicken,g,53649.3
2026-05-09,Spices,g,4838.4
2026-05-09,Oil,ml,15286.7
2026-05-09,Vegetables,g,25555.6
2026-05-09,Egg,g,3275.2
2026-05-09,Cheese,g,10837.2
2026-05-09,Flour,g,28177.2
2026-05-10,Rice,g,42279.2
2026-05-10,Chicken,g,44130.8
2026-05-10,Spices,g,4224.2
2026-05-10,Oil,ml,12404.8
2026-05-10,Vegetables,g,23779.6
2026-05-10,Egg,g,3315.0
2026-05-10,Cheese,g,9134.6
2026-05-10,Flour,g,22645.9
2026-05-11,Rice,g,31474.0
2026-05-11,Chicken,g,30987.0
2026-05-11,Spices,g,3170.3
2026-05-11,Oil,ml,8948.6
2026-05-11,Vegetables,g,16677.3
2026-05-11,Egg,g,2270.0
2026-05-11,Cheese,g,5809.7
2026-05-11,Flour,g,15416.1
2026-05-12,Rice,g,33811.1
2026-05-12,Chicken,g,30855.2
2026-05-12,Spices,g,3226.2
2026-05-12,Oil,ml,10184.2
2026-05-12,Vegetables,g,19008.4
2026-05-12,Egg,g,3517.4
2026-05-12,Cheese,g,5801.8
2026-05-12,Flour,g,15874.7
2026-05-13,Rice,g,32933.5
2026-05-13,Chicken,g,32843.7
2026-05-13,Spices,g,3335.6
2026-05-13,Oil,ml,10397.1
2026-05-13,Vegetables,g,18039.2
2026-05-13,Egg,g,3170.8
2026-05-13,Cheese,g,4780.5
2026-05-13,Flour,g,15088.0
2026-05-14,Rice,g,39016.6
2026-05-14,Chicken,g,38935.4
2026-05-14,Spices,g,3679.0
2026-05-14,Oil,ml,10200.5
2026-05-14,Vegetables,g,20128.5
2026-05-14,Egg,g,2676.8
2026-05-14,Cheese,g,6430.2
2026-05-14,Flour,g,18000.4
2026-05-15,Rice,g,45750.9
2026-05-15,Chicken,g,46004.7
2026-05-15,Spices,g,4579.6
2026-05-15,Oil,ml,13803.9
2026-05-15,Vegetables,g,24921.5
2026-05-15,Egg,g,3873.5
2026-05-15,Cheese,g,9492.3
2026-05-15,Flour,g,23062.5
2026-05-16,Rice,g,39710.5
2026-05-16,Chicken,g,44485.9
2026-05-16,Spices,g,4082.1
2026-05-16,Oil,ml,13018.6
2026-05-16,Vegetables,g,24433.6
2026-05-16,Egg,g,3418.6
2026-05-16,Cheese,g,9541.4
2026-05-16,Flour,g,25567.0
2026-05-17,Rice,g,44307.0
2026-05-17,Chicken,g,47723.3
2026-05-17,Spices,g,4179.2
2026-05-17,Oil,ml,13219.8
2026-05-17,Vegetables,g,26985.9
2026-05-17,Egg,g,4093.1
2026-05-17,Cheese,g,10356.3
2026-05-17,Flour,g,25573.0
2026-05-18,Rice,g,29627.9
2026-05-18,Chicken,g,29573.9
2026-05-18,Spices,g,2975.9
2026-05-18,Oil,ml,9424.5
2026-05-18,Vegetables,g,16533.9
2026-05-18,Egg,g,3260.2
2026-05-18,Cheese,g,4715.7
2026-05-18,Flour,g,13408.5
2026-05-19,Rice,g,36837.0
2026-05-19,Chicken,g,32749.0
2026-05-19,Spices,g,3429.1
2026-05-19,Oil,ml,9990.9
2026-05-19,Vegetables,g,18747.5
2026-05-19,Egg,g,3548.2
2026-05-19,Cheese,g,4653.1
2026-05-19,Flour,g,12443.8
2026-05-20,Rice,g,29722.7
2026-05-20,Chicken,g,33250.4
2026-05-20,Spices,g,3170.9
2026-05-20,Oil,ml,10072.5
2026-05-20,Vegetables,g,16878.3
2026-05-20,Egg,g,2286.4
2026-05-20,Cheese,g,5656.7
2026-05-20,Flour,g,16249.9
2026-05-21,Rice,g,39800.7
2026-05-21,Chicken,g,45330.0
2026-05-21,Spices,g,4329.5
2026-05-21,Oil,ml,12672.5
2026-05-21,Vegetables,g,20326.7
2026-05-21,Egg,g,2228.0
2026-05-21,Cheese,g,6651.2
2026-05-21,Flour,g,19072.5
2026-05-22,Rice,g,31397.6
2026-05-22,Chicken,g,41637.0
2026-05-22,Spices,g,3671.3
2026-05-22,Oil,ml,12191.5
2026-05-22,Vegetables,g,18654.9
2026-05-22,Egg,g,2316.2
2026-05-22,Cheese,g,8066.0
2026-05-22,Flour,g,20902.5
2026-05-23,Rice,g,51052.6
2026-05-23,Chicken,g,59548.8
2026-05-23,Spices,g,5303.6
2026-05-23,Oil,ml,16099.0
2026-05-23,Vegetables,g,28925.0
2026-05-23,Egg,g,3335.5
2026-05-23,Cheese,g,12754.1
2026-05-23,Flour,g,30339.4
2026-05-24,Rice,g,42603.7
2026-05-24,Chicken,g,55282.5
2026-05-24,Spices,g,4757.4
2026-05-24,Oil,ml,15276.5
2026-05-24,Vegetables,g,23322.7
2026-05-24,Egg,g,2868.4
2026-05-24,Cheese,g,8306.0
2026-05-24,Flour,g,24231.2
2026-05-25,Rice,g,28000.0
2026-05-25,Chicken,g,31088.8
2026-05-25,Spices,g,3233.9
2026-05-25,Oil,ml,10274.1
2026-05-25,Vegetables,g,16212.7
2026-05-25,Egg,g,2830.5
2026-05-25,Cheese,g,5686.7
2026-05-25,Flour,g,14869.1
2026-05-26,Rice,g,30360.6
2026-05-26,Chicken,g,28427.3
2026-05-26,Spices,g,2985.9
2026-05-26,Oil,ml,9308.4
2026-05-26,Vegetables,g,17263.6
2026-05-26,Egg,g,3392.8
2026-05-26,Cheese,g,5197.8
2026-05-26,Flour,g,13072.4
2026-05-27,Rice,g,30409.2
2026-05-27,Chicken,g,27341.7
2026-05-27,Spices,g,2883.4
2026-05-27,Oil,ml,8703.8
2026-05-27,Vegetables,g,16856.8
2026-05-27,Egg,g,3029.9
2026-05-27,Cheese,g,4965.4
2026-05-27,Flour,g,14115.5
2026-05-28,Rice,g,35410.4
2026-05-28,Chicken,g,36581.7
2026-05-28,Spices,g,3588.0
2026-05-28,Oil,ml,11203.4
2026-05-28,Vegetables,g,18821.1
2026-05-28,Egg,g,2681.7
2026-05-28,Cheese,g,6659.9
2026-05-28,Flour,g,17748.1
2026-05-29,Rice,g,36800.2
2026-05-29,Chicken,g,43767.0
2026-05-29,Spices,g,4150.0
2026-05-29,Oil,ml,13822.9
2026-05-29,Vegetables,g,22291.1
2026-05-29,Egg,g,3458.5
2026-05-29,Cheese,g,8300.6
2026-05-29,Flour,g,23066.1
2026-05-30,Rice,g,39418.6
2026-05-30,Chicken,g,44826.3
2026-05-30,Spices,g,4224.3
2026-05-30,Oil,ml,12933.0
2026-05-30,Vegetables,g,22499.4
2026-05-30,Egg,g,2774.6
2026-05-30,Cheese,g,8398.2
2026-05-30,Flour,g,23639.4
2026-05-31,Rice,g,47649.4
2026-05-31,Chicken,g,53873.2
2026-05-31,Spices,g,4593.8
2026-05-31,Oil,ml,13423.5
2026-05-31,Vegetables,g,27905.7
2026-05-31,Egg,g,2966.3
2026-05-31,Cheese,g,12931.7
2026-05-31,Flour,g,31389.6
2026-06-01,Rice,g,34399.6
2026-06-01,Chicken,g,35073.4
2026-06-01,Spices,g,3332.0
2026-06-01,Oil,ml,10148.5
2026-06-01,Vegetables,g,18007.7
2026-06-01,Egg,g,2626.4
2026-06-01,Cheese,g,5530.0
2026-06-01,Flour,g,15932.3
2026-06-02,Rice,g,30035.5
2026-06-02,Chicken,g,29400.4
2026-06-02,Spices,g,3000.5
2026-06-02,Oil,ml,8917.9
2026-06-02,Vegetables,g,15430.5
2026-06-02,Egg,g,2501.9
2026-06-02,Cheese,g,3990.8
2026-06-02,Flour,g,11730.3
2026-06-03,Rice,g,33133.8
2026-06-03,Chicken,g,36569.1
2026-06-03,Spices,g,3453.3
2026-06-03,Oil,ml,11009.8
2026-06-03,Vegetables,g,18328.4
2026-06-03,Egg,g,2618.1
2026-06-03,Cheese,g,6160.5
2026-06-03,Flour,g,17054.5
2026-06-04,Rice,g,40848.1
2026-06-04,Chicken,g,39943.6
2026-06-04,Spices,g,3952.4
2026-06-04,Oil,ml,11758.5
2026-06-04,Vegetables,g,21255.2
2026-06-04,Egg,g,3314.1
2026-06-04,Cheese,g,6355.5
2026-06-04,Flour,g,17606.4
2026-06-05,Rice,g,45653.2
2026-06-05,Chicken,g,48117.3
2026-06-05,Spices,g,4717.9
2026-06-05,Oil,ml,14656.4
2026-06-05,Vegetables,g,24325.9
2026-06-05,Egg,g,4032.3
2026-06-05,Cheese,g,7698.7
2026-06-05,Flour,g,20088.3
2026-06-06,Rice,g,45233.3
2026-06-06,Chicken,g,63637.8
2026-06-06,Spices,g,5332.5
2026-06-06,Oil,ml,17650.4
2026-06-06,Vegetables,g,27395.0
2026-06-06,Egg,g,3018.1
2026-06-06,Cheese,g,11372.0
2026-06-06,Flour,g,30988.1
2026-06-07,Rice,g,54968.3
2026-06-07,Chicken,g,53148.2
2026-06-07,Spices,g,4758.1
2026-06-07,Oil,ml,13287.1
2026-06-07,Vegetables,g,28520.6
2026-06-07,Egg,g,3860.8
2026-06-07,Cheese,g,10788.9
2026-06-07,Flour,g,25641.1
2026-06-08,Rice,g,36159.2
2026-06-08,Chicken,g,34206.2
2026-06-08,Spices,g,3628.3
2026-06-08,Oil,ml,10682.3
2026-06-08,Vegetables,g,19477.0
2026-06-08,Egg,g,3255.5
2026-06-08,Cheese,g,5415.3
2026-06-08,Flour,g,15496.0
2026-06-09,Rice,g,28707.0
