date,item,orders
2026-06-28,Chicken Fry,45
2026-06-29,Chicken Biriyani,76
2026-06-29,Fried Rice,70
2026-06-29,Burger,32
2026-06-29,Pizza,20
2026-06-29,Pasta,26
2026-06-29,Chicken Fry,34
2026-06-30,Chicken Biriyani,61
2026-06-30,Fried Rice,60
2026-06-30,Burger,41
2026-06-30,Pizza,29
2026-06-30,Pasta,25
2026-06-30,Chicken Fry,42
2026-07-01,Chicken Biriyani,67
2026-07-01,Fried Rice,41
2026-07-01,Burger,33
2026-07-01,Pizza,39
2026-07-01,Pasta,37
2026-07-01,Chicken Fry,27
2026-07-02,Chicken Biriyani,82
2026-07-02,Fried Rice,58
2026-07-02,Burger,52
2026-07-02,Pizza,44
2026-07-02,Pasta,25
2026-07-02,Chicken Fry,43
2026-07-03,Chicken Biriyani,88
2026-07-03,Fried Rice,59
2026-07-03,Burger,79
2026-07-03,Pizza,43
2026-07-03,Pasta,41
2026-07-03,Chicken Fry,57
2026-07-04,Chicken Biriyani,144
2026-07-04,Fried Rice,61
2026-07-04,Burger,86
2026-07-04,Pizza,68
2026-07-04,Pasta,43
2026-07-04,Chicken Fry,79
2026-07-05,Chicken Biriyani,113
2026-07-05,Fried Rice,71
2026-07-05,Burger,84
2026-07-05,Pizza,62
2026-07-05,Pasta,28
2026-07-05,Chicken Fry,42
2026-07-06,Chicken Biriyani,87
2026-07-06,Fried Rice,54
2026-07-06,Burger,42
2026-07-06,Pizza,29
2026-07-06,Pasta,22
2026-07-06,Chicken Fry,33
2026-07-07,Chicken Biriyani,76
2026-07-07,Fried Rice,52
2026-07-07,Burger,45
2026-07-07,Pizza,39
2026-07-07,Pasta,26
2026-07-07,Chicken Fry,31
2026-07-08,Chicken Biriyani,95
2026-07-08,Fried Rice,54
2026-07-08,Burger,33
2026-07-08,Pizza,26
2026-07-08,Pasta,32
2026-07-08,Chicken Fry,45
2026-07-09,Chicken Biriyani,66
2026-07-09,Fried Rice,62
2026-07-09,Burger,48
2026-07-09,Pizza,28
2026-07-09,Pasta,34
2026-07-09,Chicken Fry,38
2026-07-10,Chicken Biriyani,116
2026-07-10,Fried Rice,61
2026-07-10,Burger,60
2026-07-10,Pizza,55
2026-07-10,Pasta,33
2026-07-10,Chicken Fry,44
2026-07-11,Chicken Biriyani,100
2026-07-11,Fried Rice,60
2026-07-11,Burger,74
2026-07-11,Pizza,66
2026-07-11,Pasta,37
2026-07-11,Chicken Fry,49
2026-07-12,Chicken Biriyani,134
2026-07-12,Fried Rice,48
2026-07-12,Burger,74
2026-07-12,Pizza,59
2026-07-12,Pasta,51
2026-07-12,Chicken Fry,58
2026-07-13,Chicken Biriyani,103
2026-07-13,Fried Rice,41
2026-07-13,Burger,32
2026-07-13,Pizza,35
2026-07-13,Pasta,22
2026-07-13,Chicken Fry,30
2026-07-14,Chicken Biriyani,83
2026-07-14,Fried Rice,48
2026-07-14,Burger,32
2026-07-14,Pizza,27
2026-07-14,Pasta,34
2026-07-14,Chicken Fry,30
2026-07-15,Chicken Biriyani,93
2026-07-15,Fried Rice,70
2026-07-15,Burger,40
2026-07-15,Pizza,24
2026-07-15,Pasta,32
2026-07-15,Chicken Fry,35
2026-07-16,Chicken Biriyani,78
2026-07-16,Fried Rice,52
2026-07-16,Burger,56
2026-07-16,Pizza,33
2026-07-16,Pasta,37
2026-07-16,Chicken Fry,52
2026-07-17,Chicken Biriyani,110
2026-07-17,Fried Rice,63
2026-07-17,Burger,44
2026-07-17,Pizza,64
2026-07-17,Pasta,25
2026-07-17,Chicken Fry,50
2026-07-18,Chicken Biriyani,139
2026-07-18,Fried Rice,79
2026-07-18,Burger,95
2026-07-18,Pizza,63
2026-07-18,Pasta,44
2026-07-18,Chicken Fry,64
2026-07-19,Chicken Biriyani,148
2026-07-19,Fried Rice,59
2026-07-19,Burger,85
2026-07-19,Pizza,37
2026-07-19,Pasta,39
2026-07-19,Chicken Fry,52
2026-07-20,Chicken Biriyani,74
2026-07-20,Fried Rice,58
2026-07-20,Burger,37
2026-07-20,Pizza,20
2026-07-20,Pasta,32
2026-07-20,Chicken Fry,38
2026-07-21,Chicken Biriyani,69
2026-07-21,Fried Rice,43
2026-07-21,Burger,45
2026-07-21,Pizza,29
2026-07-21,Pasta,28
2026-07-21,Chicken Fry,54
2026-07-22,Chicken Biriyani,93
2026-07-22,Fried Rice,60
2026-07-22,Burger,44
2026-07-22,Pizza,44
2026-07-22,Pasta,26
2026-07-22,Chicken Fry,35
2026-07-23,Chicken Biriyani,102
2026-07-23,Fried Rice,58
2026-07-23,Burger,57
2026-07-23,Pizza,29
2026-07-23,Pasta,43
2026-07-23,Chicken Fry,51
2026-07-24,Chicken Biriyani,106
2026-07-24,Fried Rice,69
2026-07-24,Burger,69
2026-07-24,Pizza,40
2026-07-24,Pasta,28
2026-07-24,Chicken Fry,62
2026-07-25,Chicken Biriyani,142
2026-07-25,Fried Rice,70
2026-07-25,Burger,87
2026-07-25,Pizza,69
2026-07-25,Pasta,35
2026-07-25,Chicken Fry,60
2026-07-26,Chicken Biriyani,123
2026-07-26,Fried Rice,53
2026-07-26,Burger,80
2026-07-26,Pizza,57
2026-07-26,Pasta,34
2026-07-26,Chicken Fry,50
2026-07-27,Chicken Biriyani,62
2026-07-27,Fried Rice,44
2026-07-27,Burger,53
2026-07-27,Pizza,53
2026-07-27,Pasta,23
2026-07-27,Chicken Fry,39
2026-07-28,Chicken Biriyani,76
2026-07-28,Fried Rice,57
2026-07-28,Burger,43
2026-07-28,Pizza,21
2026-07-28,Pasta,28
2026-07-28,Chicken Fry,32
2026-07-29,Chicken Biriyani,75
2026-07-29,Fried Rice,54
2026-07-29,Burger,36
2026-07-29,Pizza,25
2026-07-29,Pasta,30
2026-07-29,Chicken Fry,41
2026-07-30,Chicken Biriyani,80
2026-07-30,Fried Rice,57
2026-07-30,Burger,42
2026-07-30,Pizza,40
2026-07-30,Pasta,35
2026-07-30,Chicken Fry,56
2026-07-31,Chicken Biriyani,102
2026-07-31,Fried Rice,60
2026-07-31,Burger,64
2026-07-31,Pizza,54
2026-07-31,Pasta,35
2026-07-31,Chicken Fry,61
2026-08-01,Chicken Biriyani,134
2026-08-01,Fried Rice,75
2026-08-01,Burger,77
2026-08-01,Pizza,76
2026-08-01,Pasta,32
2026-08-01,Chicken Fry,64
2026-08-02,Chicken Biriyani,114
2026-08-02,Fried Rice,69
2026-08-02,Burger,59
2026-08-02,Pizza,63
2026-08-02,Pasta,31
2026-08-02,Chicken Fry,49
2026-08-03,Chicken Biriyani,81
2026-08-03,Fried Rice,56
2026-08-03,Burger,45
2026-08-03,Pizza,35
2026-08-03,Pasta,36
2026-08-03,Chicken Fry,51
2026-08-04,Chicken Biriyani,96
2026-08-04,Fried Rice,53
2026-08-04,Burger,40
2026-08-04,Pizza,39
2026-08-04,Pasta,26
2026-08-04,Chicken Fry,44
2026-08-05,Chicken Biriyani,85
2026-08-05,Fried Rice,61
2026-08-05,Burger,34
2026-08-05,Pizza,27
2026-08-05,Pasta,32
2026-08-05,Chicken Fry,35
2026-08-06,Chicken Biriyani,76
2026-08-06,Fried Rice,51
2026-08-06,Burger,48
2026-08-06,Pizza,26
2026-08-06,Pasta,24
2026-08-06,Chicken Fry,40
2026-08-07,Chicken Biriyani,90
2026-08-07,Fried Rice,71
2026-08-07,Burger,72
2026-08-07,Pizza,63
2026-08-07,Pasta,37
2026-08-07,Chicken Fry,51
2026-08-08,Chicken Biriyani,96
2026-08-08,Fried Rice,65
2026-08-08,Burger,62
2026-08-08,Pizza,56
2026-08-08,Pasta,29
2026-08-08,Chicken Fry,61
2026-08-09,Chicken Biriyani,114
2026-08-09,Fried Rice,67
2026-08-09,Burger,80
2026-08-09,Pizza,50
2026-08-09,Pasta,31
2026-08-09,Chicken Fry,50
2026-08-10,Chicken Biriyani,86
2026-08-10,Fried Rice,55
2026-08-10,Burger,60
2026-08-10,Pizza,29
2026-08-10,Pasta,27
2026-08-10,Chicken Fry,47
2026-08-11,Chicken Biriyani,80
2026-08-11,Fried Rice,41
2026-08-11,Burger,33
2026-08-11,Pizza,27
2026-08-11,Pasta,21
2026-08-11,Chicken Fry,41
2026-08-12,Chicken Biriyani,72
2026-08-12,Fried Rice,63
2026-08-12,Burger,46
2026-08-12,Pizza,35
2026-08-12,Pasta,29
2026-08-12,Chicken Fry,60
2026-08-13,Chicken Biriyani,62
2026-08-13,Fried Rice,58
2026-08-13,Burger,46
2026-08-13,Pizza,41
2026-08-13,Pasta,31
2026-08-13,Chicken Fry,44
2026-08-14,Chicken Biriyani,114
2026-08-14,Fried Rice,72
2026-08-14,Burger,54
2026-08-14,Pizza,58
2026-08-14,Pasta,40
2026-08-14,Chicken Fry,68
2026-08-15,Chicken Biriyani,151
2026-08-15,Fried Rice,94
2026-08-15,Burger,119
2026-08-15,Pizza,71
2026-08-15,Pasta,40
2026-08-15,Chicken Fry,85
2026-08-16,Chicken Biriyani,130
2026-08-16,Fried Rice,63
2026-08-16,Burger,72
2026-08-16,Pizza,64
2026-08-16,Pasta,29
2026-08-16,Chicken Fry,62
2026-08-17,Chicken Biriyani,78
2026-08-17,Fried Rice,38
2026-08-17,Burger,44
2026-08-17,Pizza,26
2026-08-17,Pasta,18
2026-08-17,Chicken Fry,33
2026-08-18,Chicken Biriyani,58
2026-08-18,Fried Rice,47
2026-08-18,Burger,42
2026-08-18,Pizza,27
2026-08-18,Pasta,43
2026-08-18,Chicken Fry,40
2026-08-19,Chicken Biriyani,91
2026-08-19,Fried Rice,49
2026-08-19,Burger,48
2026-08-19,Pizza,33
2026-08-19,Pasta,33
2026-08-19,Chicken Fry,40
2026-08-20,Chicken Biriyani,104
2026-08-20,Fried Rice,41
2026-08-20,Burger,51
2026-08-20,Pizza,37
2026-08-20,Pasta,31
2026-08-20,Chicken Fry,44
2026-08-21,Chicken Biriyani,102
2026-08-21,Fried Rice,52
2026-08-21,Burger,70
2026-08-21,Pizza,49
2026-08-21,Pasta,31
2026-08-21,Chicken Fry,53
2026-08-22,Chicken Biriyani,124
2026-08-22,Fried Rice,51
2026-08-22,Burger,76
2026-08-22,Pizza,51
2026-08-22,Pasta,41
2026-08-22,Chicken Fry,67
2026-08-23,Chicken Biriyani,117
2026-08-23,Fried Rice,57
2026-08-23,Burger,71
2026-08-23,Pizza,62
2026-08-23,Pasta,25
2026-08-23,Chicken Fry,61
2026-08-24,Chicken Biriyani,79
2026-08-24,Fried Rice,60
2026-08-24,Burger,44
2026-08-24,Pizza,32
2026-08-24,Pasta,24
2026-08-24,Chicken Fry,30
2026-08-25,Chicken Biriyani,83
2026-08-25,Fried Rice,66
2026-08-25,Burger,57
2026-08-25,Pizza,42
2026-08-25,Pasta,28
2026-08-25,Chicken Fry,36
2026-08-26,Chicken Biriyani,100
2026-08-26,Fried Rice,89
2026-08-26,Burger,58
2026-08-26,Pizza,33
2026-08-26,Pasta,35
2026-08-26,Chicken Fry,54
2026-08-27,Chicken Biriyani,103
2026-08-27,Fried Rice,60
2026-08-27,Burger,46
2026-08-27,Pizza,40
2026-08-27,Pasta,29
2026-08-27,Chicken Fry,55
2026-08-28,Chicken Biriyani,102
2026-08-28,Fried Rice,65
2026-08-28,Burger,79
2026-08-28,Pizza,55
2026-08-28,Pasta,20
2026-08-28,Chicken Fry,55
2026-08-29,Chicken Biriyani,111
2026-08-29,Fried Rice,74
2026-08-29,Burger,60
2026-08-29,Pizza,59
2026-08-29,Pasta,32
2026-08-29,Chicken Fry,61
2026-08-30,Chicken Biriyani,101
2026-08-30,Fried Rice,52
2026-08-30,Burger,66
2026-08-30,Pizza,62
2026-08-30,Pasta,36
2026-08-30,Chicken Fry,46
2026-08-31,Chicken Biriyani,70
2026-08-31,Fried Rice,57
2026-08-31,Burger,40
2026-08-31,Pizza,27
2026-08-31,Pasta,34
2026-08-31,Chicken Fry,36
